 Distribution of h552:
 ico12:	           0	  0.0000000E+00
 ico11:	           0	  0.0000000E+00
 ico10:	           7	  2.3333333E-03
 ico9:	           2	  6.6666666E-04
 ico8:	          21	  7.0000002E-03
 ico7:	          37	  1.2333333E-02
 ico6:	          74	  2.4666667E-02
 ico5:	         154	  5.1333334E-02
 ico4:	         244	  8.1333332E-02
 ico3:	         403	  0.1343333    
 ico2:	         555	  0.1850000    
 ico1:	         762	  0.2540000    
 
 Distribution of h332:
 ico12:	           0	  0.0000000E+00
 ico11:	           0	  0.0000000E+00
 ico10:	           0	  0.0000000E+00
 ico9:	           0	  0.0000000E+00
 ico8:	           0	  0.0000000E+00
 ico7:	           0	  0.0000000E+00
 ico6:	           0	  0.0000000E+00
 ico5:	           0	  0.0000000E+00
 ico4:	           0	  0.0000000E+00
 ico3:	           0	  0.0000000E+00
 ico2:	          10	  3.3333334E-03
 ico1:	         208	  6.9333330E-02
 
 i:	h552:	h332:	neib:
        3928	           1	           0	          11
        3929	           1	           0	          12
        3930	           0	           0	          10
        3931	           0	           0	          12
        3932	           1	           0	          16
        3933	           1	           0	          13
        3934	           2	           0	          15
        3935	           1	           0	          12
        3936	           0	           0	          11
        3937	           5	           0	          14
        3938	           2	           0	          13
        3939	           2	           0	          14
        3940	           3	           0	          14
        3941	           4	           0	          13
        3942	           1	           0	          14
        3943	           1	           0	          13
        3944	           1	           2	          14
        3945	           3	           0	          13
        3946	           3	           0	          13
        3947	           2	           0	          14
        3948	           4	           0	          12
        3949	           1	           1	          14
        3950	           4	           0	          14
        3951	           1	           0	          12
        3952	           1	           0	          13
        3953	           0	           1	          12
        3954	           3	           0	          14
        3955	           6	           0	          14
        3956	           1	           0	          14
        3957	           1	           0	          12
        3958	           1	           0	          12
        3959	           4	           1	          14
        3960	           2	           0	          11
        3961	           4	           0	          14
        3962	           0	           0	          12
        3963	           0	           0	          12
        3964	           5	           0	          12
        3965	           0	           0	          13
        3966	           2	           0	          13
        3967	           2	           0	          12
        3968	           3	           0	          13
        3969	           3	           1	          13
        3970	           2	           0	          12
        3971	           2	           0	          12
        3972	           1	           0	          11
        3973	           0	           0	          12
        3974	           0	           0	          11
        3975	           3	           0	          13
        3976	           1	           0	          11
        3977	           3	           0	          13
        3978	           2	           0	          12
        3979	           5	           0	          13
        3980	           0	           0	          12
        3981	           0	           0	          14
        3982	           0	           0	          13
        3983	           2	           0	          14
        3984	           1	           0	          12
        3985	           0	           0	          12
        3986	           2	           0	          14
        3987	           3	           0	          14
        3988	           0	           0	          12
        3989	           1	           0	          13
        3990	           2	           0	          13
        3991	           4	           0	          13
        3992	           2	           0	          13
        3993	           2	           0	          13
        3994	           5	           0	          14
        3995	           0	           0	          11
        3996	           1	           1	          14
        3997	           3	           0	          13
        3998	           3	           0	          14
        3999	           3	           0	          12
        4000	           4	           0	          14
        4001	           3	           0	          15
        4002	           3	           0	          14
        4003	           0	           0	          13
        4004	           2	           0	          14
        4005	           5	           0	          13
        4006	           1	           0	          12
        4007	           4	           0	          14
        4008	           1	           0	          13
        4009	           1	           0	          13
        4010	           3	           0	          14
        4011	           0	           0	          12
        4012	           2	           0	          13
        4013	           8	           0	          12
        4014	           0	           0	          14
        4015	           3	           0	          12
        4016	           1	           0	          13
        4017	           1	           0	          13
        4018	           2	           0	          14
        4019	           0	           0	          13
        4020	           1	           0	          13
        4021	           0	           0	          12
        4022	           4	           0	          13
        4023	           2	           0	          13
        4024	           2	           0	          13
        4025	          10	           0	          13
        4026	           0	           0	          12
        4027	           1	           0	          13
        4028	           0	           0	          14
        4029	           1	           0	          13
        4030	           0	           0	          14
        4031	           0	           1	          13
        4032	           3	           0	          12
        4033	           0	           0	          11
        4034	           2	           0	          13
        4035	           1	           0	          13
        4036	           2	           0	          15
        4037	           3	           0	          12
        4038	           1	           0	          13
        4039	           1	           0	          12
        4040	           2	           0	          11
        4041	           2	           0	          13
        4042	           4	           0	          13
        4043	           3	           0	          14
        4044	           7	           0	          13
        4045	           4	           0	          12
        4046	           3	           0	          12
        4047	           1	           0	          15
        4048	           1	           0	          15
        4049	           4	           0	          13
        4050	           0	           0	          14
        4051	           0	           0	          14
        4052	           0	           1	          14
        4053	           3	           0	          15
        4054	           2	           1	          14
        4055	           3	           0	          14
        4056	           5	           0	          14
        4057	           1	           0	          12
        4058	           1	           0	          12
        4059	           0	           0	          12
        4060	           4	           0	          14
        4061	           3	           0	          11
        4062	           1	           0	          12
        4063	           0	           0	          10
        4064	           0	           0	          14
        4065	           1	           0	          13
        4066	           0	           0	          13
        4067	           0	           0	          14
        4068	           3	           0	          13
        4069	           0	           0	          12
        4070	           4	           0	          14
        4071	           2	           0	          14
        4072	           5	           0	          13
        4073	           3	           0	          13
        4074	           6	           0	          14
        4075	           2	           0	          14
        4076	           2	           0	          13
        4077	           0	           0	          12
        4078	           0	           0	          14
        4079	           2	           0	          12
        4080	           5	           0	          14
        4081	           0	           1	          15
        4082	           0	           0	          13
        4083	           2	           0	          12
        4084	           0	           0	          13
        4085	           0	           1	          13
        4086	           2	           0	          13
        4087	           3	           1	          12
        4088	           3	           0	          13
        4089	           3	           0	          12
        4090	           1	           1	          13
        4091	           1	           0	          11
        4092	           2	           0	          12
        4093	           2	           0	          13
        4094	           3	           0	          11
        4095	           1	           0	          13
        4096	           2	           0	          12
        4097	           0	           0	          12
        4098	           0	           0	          14
        4099	           2	           0	          13
        4100	           0	           0	          12
        4101	           1	           0	          12
        4102	           0	           0	          11
        4103	           1	           0	          13
        4104	           2	           0	          12
        4105	           0	           0	          12
        4106	           0	           0	          13
        4107	           2	           0	          14
        4108	           1	           0	          14
        4109	           2	           0	          14
        4110	           3	           0	          13
        4111	           1	           0	          13
        4112	           1	           0	          13
        4113	           8	           0	          12
        4114	           1	           0	          12
        4115	           1	           1	          13
        4116	           0	           0	          13
        4117	           1	           1	          13
        4118	           0	           0	          10
        4119	           1	           0	          13
        4120	           2	           2	          12
        4121	           5	           0	          12
        4122	           0	           1	          13
        4123	           1	           0	          12
        4124	           3	           0	          15
        4125	           1	           0	          13
        4126	           5	           1	          12
        4127	           1	           0	          13
        4128	           3	           0	          12
        4129	           0	           0	          12
        4130	           1	           0	          12
        4131	           1	           0	          12
        4132	           0	           0	          11
        4133	           0	           0	          15
        4134	           0	           0	          12
        4135	           0	           0	          13
        4136	           0	           0	          12
        4137	           0	           0	          15
        4138	           1	           0	          11
        4139	           3	           0	          12
        4140	           0	           0	          12
        4141	           2	           1	          14
        4142	           0	           0	          13
        4143	           2	           0	          15
        4144	           1	           0	          13
        4145	           4	           0	          14
        4146	           1	           1	          13
        4147	           0	           0	          15
        4148	           2	           0	          10
        4149	           3	           0	          13
        4150	           6	           0	          14
        4151	           2	           0	          13
        4152	           0	           0	          13
        4153	           1	           0	          14
        4154	           4	           0	          14
        4155	           5	           0	          14
        4156	           2	           0	          13
        4157	           3	           0	          16
        4158	           3	           0	          14
        4159	           3	           0	          13
        4160	           1	           0	          14
        4161	           3	           0	          12
        4162	           7	           0	          14
        4163	           0	           0	          11
        4164	           1	           0	          13
        4165	           2	           0	          13
        4166	           0	           0	          14
        4167	           1	           0	          12
        4168	           4	           0	          14
        4169	           2	           0	          13
        4170	           3	           0	          14
        4171	           8	           0	          14
        4172	           0	           0	          13
        4173	           1	           0	          14
        4174	           2	           0	          15
        4175	           3	           0	          13
        4176	           3	           0	          14
        4177	           6	           0	          13
        4178	           0	           0	          12
        4179	           0	           0	          12
        4180	           1	           0	          12
        4181	           0	           0	          12
        4182	           1	           0	          12
        4183	           2	           0	          13
        4184	           2	           0	          14
        4185	           0	           0	          14
        4186	           1	           0	          14
        4187	           0	           0	          14
        4188	           1	           0	          12
        4189	           5	           0	          13
        4190	           2	           0	          11
        4191	           3	           0	          14
        4192	           4	           0	          13
        4193	           4	           1	          14
        4194	           3	           0	          12
        4195	           1	           0	          15
        4196	           5	           0	          14
        4197	           1	           1	          13
        4198	           2	           0	          14
        4199	           2	           0	          15
        4200	           0	           0	          14
        4201	           2	           0	          15
        4202	           3	           0	          13
        4203	           1	           0	          13
        4204	           7	           0	          13
        4205	           0	           0	          12
        4206	           1	           0	          13
        4207	           2	           1	          14
        4208	           2	           0	          15
        4209	           2	           0	          13
        4210	           0	           0	          11
        4211	           0	           0	          12
        4212	           8	           0	          12
        4213	           3	           0	          14
        4214	           2	           0	          14
        4215	           0	           0	          12
        4216	           4	           1	          15
        4217	           0	           0	          13
        4218	           0	           0	          15
        4219	           4	           0	          11
        4220	           0	           0	          14
        4221	           0	           0	          11
        4222	           4	           0	          12
        4223	           0	           0	          13
        4224	           0	           0	          12
        4225	           3	           0	          14
        4226	           0	           0	          13
        4227	           2	           0	          11
        4228	           1	           0	          12
        4229	           1	           1	          13
        4230	           2	           0	          14
        4231	           2	           0	          13
        4232	           0	           0	          12
        4233	           6	           0	          15
        4234	           3	           0	          12
        4235	           5	           0	          13
        4236	           3	           0	          13
        4237	           3	           0	          14
        4238	           1	           0	          12
        4239	           0	           1	          12
        4240	           1	           0	          14
        4241	           1	           0	          15
        4242	           0	           0	          12
        4243	           2	           0	          11
        4244	           4	           0	          13
        4245	           0	           0	          10
        4246	           1	           0	          13
        4247	           0	           0	          15
        4248	           0	           0	          14
        4249	           0	           0	          11
        4250	           0	           0	          11
        4251	           0	           0	          13
        4252	           0	           1	          12
        4253	           6	           0	          13
        4254	           1	           0	          12
        4255	           3	           0	          13
        4256	           1	           0	          12
        4257	           1	           0	          13
        4258	           0	           0	          12
        4259	           1	           0	          13
        4260	           2	           0	          13
        4261	           1	           0	          13
        4262	           5	           0	          13
        4263	           1	           0	          13
        4264	           5	           0	          12
        4265	           1	           0	          13
        4266	           4	           0	          13
        4267	           4	           0	          15
        4268	           3	           0	          14
        4269	           0	           0	          12
        4270	           1	           0	          15
        4271	           0	           0	          14
        4272	           0	           0	          14
        4273	           0	           0	          14
        4274	           2	           0	          13
        4275	           1	           0	          14
        4276	           6	           0	          13
        4277	           0	           0	          14
        4278	           2	           0	          15
        4279	          10	           0	          13
        4280	           1	           0	          13
        4281	           1	           1	          13
        4282	           3	           0	          12
        4283	           1	           0	          14
        4284	           1	           1	          14
        4285	           2	           0	          14
        4286	           4	           0	          13
        4287	           0	           0	          14
        4288	           1	           0	          13
        4289	           2	           0	          15
        4290	           5	           0	          12
        4291	           1	           0	          13
        4292	           0	           0	          12
        4293	           1	           0	          13
        4294	           2	           1	          15
        4295	           3	           0	          13
        4296	           1	           0	          11
        4297	           0	           1	          13
        4298	           0	           0	          12
        4299	           0	           0	          12
        4300	           4	           0	          14
        4301	           0	           0	          14
        4302	           1	           0	          13
        4303	           6	           0	          15
        4304	           1	           0	          12
        4305	           3	           0	          13
        4306	           0	           0	          13
        4307	           2	           0	          14
        4308	           0	           0	          14
        4309	           1	           0	          11
        4310	           8	           0	          13
        4311	           2	           0	          13
        4312	           2	           0	          14
        4313	           0	           0	          12
        4314	           0	           0	          12
        4315	           1	           0	          13
        4316	           0	           0	          12
        4317	           2	           0	          13
        4318	           1	           0	          15
        4319	           6	           0	          13
        4320	           5	           1	          14
        4321	           2	           0	          13
        4322	           0	           0	          11
        4323	           1	           0	          11
        4324	           0	           0	          12
        4325	           2	           0	          14
        4326	           2	           0	          14
        4327	           2	           1	          14
        4328	           7	           0	          14
        4329	           1	           0	          15
        4330	           2	           1	          14
        4331	           6	           0	          13
        4332	           3	           0	          11
        4333	           1	           0	          13
        4334	           0	           0	          12
        4335	           0	           0	          15
        4336	           1	           1	          14
        4337	           2	           0	          12
        4338	           1	           0	          12
        4339	           4	           0	          13
        4340	           2	           0	          14
        4341	           3	           0	          13
        4342	           1	           0	          14
        4343	           0	           0	          12
        4344	           1	           0	          13
        4345	           1	           0	          13
        4346	           0	           0	          11
        4347	           1	           0	          12
        4348	           3	           0	          13
        4349	           1	           0	          14
        4350	           1	           0	          12
        4351	           2	           0	          14
        4352	           0	           0	          13
        4353	           4	           0	          14
        4354	           0	           0	          12
        4355	           1	           0	          13
        4356	           3	           0	          14
        4357	           1	           0	          14
        4358	           4	           0	          14
        4359	           0	           1	          12
        4360	           1	           2	          14
        4361	           0	           0	          12
        4362	           1	           0	          14
        4363	           6	           0	          14
        4364	           0	           0	          15
        4365	           4	           0	          13
        4366	           3	           0	          13
        4367	           3	           0	          14
        4368	           1	           0	          14
        4369	           4	           0	          14
        4370	           4	           0	          15
        4371	           3	           0	          14
        4372	           0	           0	          12
        4373	           6	           0	          14
        4374	           2	           0	          15
        4375	           3	           0	          11
        4376	           1	           0	          13
        4377	           1	           0	          13
        4378	           6	           0	          13
        4379	           0	           0	          13
        4380	           2	           1	          14
        4381	           1	           0	          13
        4382	           1	           0	          14
        4383	           0	           0	          13
        4384	           1	           0	          13
        4385	           5	           1	          13
        4386	           1	           0	          13
        4387	           1	           0	          12
        4388	           2	           0	          14
        4389	           4	           0	          13
        4390	           4	           0	          13
        4391	           0	           0	          11
        4392	           0	           0	          11
        4393	           0	           0	          13
        4394	           5	           0	          14
        4395	           0	           0	          14
        4396	           1	           0	          13
        4397	           4	           0	          14
        4398	           4	           0	          15
        4399	           2	           0	          12
        4400	           2	           0	          12
        4401	           1	           0	          12
        4402	           0	           0	          13
        4403	           5	           0	          14
        4404	           1	           0	          13
        4405	           1	           0	          11
        4406	           0	           1	          13
        4407	           3	           0	          13
        4408	           3	           1	          14
        4409	           1	           0	          13
        4410	           2	           0	          12
        4411	           4	           0	          14
        4412	           4	           0	          12
        4413	           1	           0	          12
        4414	           0	           0	          12
        4415	           1	           0	          15
        4416	           0	           0	          12
        4417	           1	           0	          11
        4418	           2	           0	          15
        4419	           2	           0	          14
        4420	           0	           0	          12
        4421	           0	           0	          14
        4422	           1	           0	          13
        4423	           2	           0	          13
        4424	           0	           0	          13
        4425	           2	           0	          13
        4426	           1	           1	          14
        4427	           4	           0	          14
        4428	           0	           0	          12
        4429	           7	           0	          14
        4430	           2	           0	          13
        4431	           6	           0	          13
        4432	           1	           0	          12
        4433	           1	           0	          13
        4434	           1	           0	          13
        4435	           6	           0	          14
        4436	           2	           0	          13
        4437	           3	           0	          12
        4438	           3	           0	          14
        4439	           0	           0	          14
        4440	           1	           0	          12
        4441	           2	           0	          13
        4442	           3	           0	          13
        4443	           3	           0	          14
        4444	           0	           0	          13
        4445	           0	           0	          14
        4446	           1	           0	          12
        4447	           0	           0	          13
        4448	           0	           1	          14
        4449	           1	           0	          13
        4450	           0	           0	          11
        4451	           0	           0	          11
        4452	           1	           0	          12
        4453	           2	           0	          13
        4454	           1	           0	          10
        4455	           0	           0	          11
        4456	           1	           0	          12
        4457	           3	           0	          13
        4458	           6	           0	          11
        4459	           6	           0	          15
        4460	           2	           0	          12
        4461	           3	           0	          15
        4462	           0	           0	          12
        4463	           1	           0	          12
        4464	           3	           0	          15
        4465	           1	           0	          12
        4466	           1	           0	          14
        4467	           4	           0	          14
        4468	           4	           0	          13
        4469	           0	           0	          14
        4470	           1	           0	          12
        4471	           2	           0	          14
        4472	           4	           0	          13
        4473	           0	           0	          14
        4474	           0	           0	          11
        4475	           1	           0	          13
        4476	           0	           0	          15
        4477	           1	           0	          12
        4478	           1	           0	          14
        4479	           1	           0	          12
        4480	           3	           0	          11
        4481	           2	           0	          12
        4482	           4	           0	          14
        4483	           4	           0	          14
        4484	           4	           0	          11
        4485	           2	           1	          13
        4486	           3	           0	          13
        4487	           2	           0	          12
        4488	           1	           0	          12
        4489	           2	           0	          13
        4490	           5	           0	          14
        4491	           5	           0	          13
        4492	           2	           0	          13
        4493	           2	           0	          13
        4494	           4	           0	          14
        4495	           2	           0	          12
        4496	           0	           0	          12
        4497	           1	           0	          13
        4498	           1	           0	          11
        4499	           0	           0	          11
        4500	           0	           1	          11
        4501	           2	           0	          13
        4502	           2	           0	          13
        4503	           1	           0	          12
        4504	           7	           0	          13
        4505	           0	           0	          12
        4506	           1	           0	          12
        4507	           1	           0	          12
        4508	           4	           0	          12
        4509	           1	           0	          15
        4510	           3	           0	          13
        4511	           0	           0	          13
        4512	           1	           1	          11
        4513	           0	           0	          12
        4514	           1	           0	          14
        4515	           3	           0	          13
        4516	           2	           0	          14
        4517	           3	           0	          13
        4518	           2	           0	          12
        4519	           0	           0	          13
        4520	           5	           0	          14
        4521	           5	           0	          14
        4522	           0	           0	          13
        4523	           6	           0	          15
        4524	           1	           0	          14
        4525	           3	           0	          14
        4526	           0	           0	          13
        4527	           4	           0	          13
        4528	           0	           0	          11
        4529	           2	           0	          14
        4530	           3	           0	          12
        4531	           3	           0	          11
        4532	           0	           0	          12
        4533	           1	           0	          12
        4534	           4	           0	          13
        4535	           2	           0	          13
        4536	           1	           0	          12
        4537	           0	           0	          13
        4538	           0	           0	          14
        4539	           1	           0	          13
        4540	           1	           0	          12
        4541	           1	           0	          13
        4542	           5	           0	          13
        4543	           2	           0	          13
        4544	           1	           0	          16
        4545	           3	           0	          13
        4546	           1	           0	          14
        4547	           1	           1	          13
        4548	           1	           0	          14
        4549	           4	           0	          15
        4550	           2	           0	          13
        4551	           1	           0	          12
        4552	           4	           0	          15
        4553	           4	           0	          11
        4554	           0	           1	          12
        4555	           2	           0	          14
        4556	           2	           0	          13
        4557	           3	           0	          13
        4558	           0	           0	          13
        4559	           4	           0	          13
        4560	           3	           0	          12
        4561	           0	           0	          12
        4562	           4	           0	          11
        4563	           4	           0	          13
        4564	           2	           0	          12
        4565	           3	           0	          14
        4566	           3	           0	          14
        4567	           1	           0	          12
        4568	           2	           0	          13
        4569	           5	           0	          15
        4570	           4	           1	          12
        4571	           4	           0	          13
        4572	           2	           1	          13
        4573	           4	           0	          13
        4574	           0	           0	          12
        4575	           2	           0	          13
        4576	           6	           0	          13
        4577	           1	           0	          13
        4578	           1	           0	          14
        4579	           0	           0	          14
        4580	           2	           0	          12
        4581	           1	           0	          14
        4582	           3	           0	          13
        4583	           4	           0	          15
        4584	           3	           0	          11
        4585	           6	           0	          13
        4586	           0	           0	          11
        4587	           6	           0	          14
        4588	           7	           0	          14
        4589	           2	           0	          13
        4590	           4	           0	          13
        4591	           1	           0	          12
        4592	           0	           0	          11
        4593	           0	           0	          13
        4594	           4	           0	          11
        4595	           4	           0	          14
        4596	           2	           0	          13
        4597	           3	           0	          13
        4598	           1	           0	          13
        4599	           1	           0	          13
        4600	           2	           0	          14
        4601	           5	           0	          12
        4602	           0	           0	          14
        4603	           2	           0	          13
        4604	           4	           0	          13
        4605	           1	           0	          13
        4606	           1	           0	          14
        4607	           1	           0	          11
        4608	           1	           0	          12
        4609	           0	           0	          14
        4610	           1	           1	          14
        4611	           2	           0	          13
        4612	           3	           0	          12
        4613	           4	           0	          13
        4614	           1	           0	          14
        4615	           2	           0	          14
        4616	           2	           0	          14
        4617	           2	           0	          15
        4618	           1	           0	          12
        4619	           7	           0	          15
        4620	           0	           0	          12
        4621	           0	           0	          13
        4622	           2	           0	          14
        4623	           0	           0	          13
        4624	           0	           0	          13
        4625	           4	           0	          12
        4626	           2	           0	          13
        4627	           5	           0	          14
        4628	           3	           0	          14
        4629	           0	           0	          14
        4630	           0	           0	          12
        4631	           6	           0	          13
        4632	           0	           1	          12
        4633	           0	           0	          13
        4634	           1	           0	          13
        4635	           1	           0	          12
        4636	           1	           0	          15
        4637	           0	           0	          13
        4638	           3	           0	          14
        4639	           1	           0	          12
        4640	           4	           0	          14
        4641	           3	           0	          14
        4642	           0	           0	          13
        4643	           0	           0	          14
        4644	           4	           0	          11
        4645	           1	           0	          14
        4646	           0	           0	          12
        4647	           4	           0	          13
        4648	           3	           0	          14
        4649	           0	           0	          12
        4650	           0	           0	          13
        4651	           6	           0	          13
        4652	           5	           0	          16
        4653	           3	           0	          14
        4654	           0	           0	          12
        4655	           2	           1	          13
        4656	           2	           0	          14
        4657	           3	           0	          12
        4658	           2	           0	          14
        4659	           0	           0	          11
        4660	           1	           0	          12
        4661	           1	           1	          14
        4662	           0	           1	          13
        4663	           1	           0	          14
        4664	           1	           0	          12
        4665	           0	           0	          12
        4666	           6	           0	          13
        4667	           0	           0	          13
        4668	           1	           0	          13
        4669	           2	           0	          13
        4670	           2	           0	          13
        4671	           1	           0	          15
        4672	           1	           1	          13
        4673	           0	           0	          12
        4674	           4	           1	          14
        4675	           2	           0	          12
        4676	           0	           0	          13
        4677	           1	           0	          13
        4678	           0	           0	          12
        4679	           2	           0	          13
        4680	           3	           0	          14
        4681	           3	           0	          14
        4682	           1	           1	          14
        4683	           0	           0	          11
        4684	           0	           0	          12
        4685	           1	           0	          11
        4686	           0	           0	          13
        4687	           5	           0	          15
        4688	           1	           0	          13
        4689	           1	           0	          13
        4690	           1	           0	          13
        4691	           0	           0	          14
        4692	           2	           1	          14
        4693	           5	           0	          13
        4694	           0	           0	          14
        4695	           3	           0	          13
        4696	           0	           0	          13
        4697	           1	           0	          13
        4698	           5	           0	          13
        4699	           3	           0	          12
        4700	           1	           0	          12
        4701	           5	           0	          12
        4702	           0	           0	          14
        4703	           1	           0	          13
        4704	           2	           0	          14
        4705	           5	           0	          13
        4706	           6	           0	          15
        4707	           0	           0	          13
        4708	           2	           0	          14
        4709	           2	           0	          14
        4710	           7	           0	          14
        4711	           1	           0	          14
        4712	           3	           1	          13
        4713	           6	           0	          15
        4714	           0	           0	          14
        4715	           2	           1	          11
        4716	           2	           0	          11
        4717	           1	           0	          12
        4718	           4	           0	          15
        4719	           1	           0	          13
        4720	           2	           0	          13
        4721	           0	           0	          11
        4722	           0	           1	          15
        4723	           0	           0	          12
        4724	           1	           0	          13
        4725	           3	           0	          13
        4726	           0	           0	          12
        4727	           0	           1	          13
        4728	           0	           0	          12
        4729	           3	           0	          12
        4730	           1	           0	          13
        4731	           0	           0	          12
        4732	           0	           0	          13
        4733	           1	           0	          12
        4734	           1	           0	          15
        4735	           1	           0	          16
        4736	           1	           0	          14
        4737	           0	           0	          14
        4738	           1	           0	          13
        4739	           2	           0	          13
        4740	           3	           0	          12
        4741	           1	           0	          12
        4742	           2	           0	          12
        4743	           0	           0	          14
        4744	           2	           0	          13
        4745	           2	           0	          13
        4746	           1	           0	          12
        4747	           5	           0	          14
        4748	           1	           0	          14
        4749	           1	           0	          12
        4750	           1	           0	          12
        4751	           1	           0	          12
        4752	           1	           0	          12
        4753	           2	           1	          16
        4754	           1	           0	          14
        4755	           5	           0	          14
        4756	           2	           0	          14
        4757	           3	           0	          15
        4758	           3	           0	          15
        4759	           0	           0	          12
        4760	           3	           0	          14
        4761	           0	           0	          12
        4762	           3	           0	          14
        4763	           5	           0	          15
        4764	           1	           0	          12
        4765	           0	           0	          13
        4766	           0	           0	          12
        4767	           3	           0	          13
        4768	           0	           0	          13
        4769	           0	           0	          11
        4770	           2	           0	          14
        4771	           0	           0	          14
        4772	           5	           0	          13
        4773	           3	           0	          11
        4774	           2	           0	          13
        4775	           0	           0	          12
        4776	           0	           0	          13
        4777	           2	           0	          12
        4778	           8	           0	          15
        4779	           0	           0	          14
        4780	           1	           0	          13
        4781	           0	           0	          13
        4782	           4	           0	          15
        4783	           0	           0	          11
        4784	           1	           0	          14
        4785	           0	           0	          10
        4786	           0	           1	          15
        4787	           2	           0	          13
        4788	           4	           0	          13
        4789	           4	           0	          14
        4790	           1	           0	          13
        4791	           2	           0	          14
        4792	           3	           0	          14
        4793	           0	           0	          14
        4794	           1	           0	          15
        4795	           0	           0	          12
        4796	           2	           0	          12
        4797	           1	           0	          14
        4798	           0	           0	          12
        4799	           1	           0	          12
        4800	           2	           0	          13
        4801	           3	           0	          13
        4802	           2	           0	          13
        4803	           1	           0	          15
        4804	           4	           0	          14
        4805	           3	           0	          15
        4806	           1	           1	          14
        4807	           1	           0	          15
        4808	           1	           0	          11
        4809	           1	           0	          14
        4810	           2	           0	          12
        4811	           3	           0	          14
        4812	           4	           0	          13
        4813	           4	           0	          13
        4814	           0	           0	          13
        4815	           1	           0	          13
        4816	           0	           0	          14
        4817	           2	           0	          12
        4818	           3	           0	          14
        4819	           3	           0	          12
        4820	           0	           0	          15
        4821	           4	           0	          13
        4822	           1	           0	          13
        4823	           0	           0	          11
        4824	           0	           0	          13
        4825	           0	           0	          11
        4826	           2	           0	          13
        4827	           1	           0	          13
        4828	           0	           0	          12
        4829	           1	           0	          12
        4830	           0	           0	          13
        4831	           1	           0	          13
        4832	           1	           0	          12
        4833	           0	           0	          13
        4834	           1	           0	          14
        4835	           4	           0	          13
        4836	           0	           1	          14
        4837	           2	           1	          14
        4838	           1	           0	          14
        4839	           0	           0	          14
        4840	           5	           0	          14
        4841	           2	           0	          13
        4842	           3	           0	          13
        4843	           0	           0	          15
        4844	           1	           0	          14
        4845	           2	           0	          12
        4846	           3	           0	          13
        4847	           3	           0	          12
        4848	           1	           0	          14
        4849	           2	           0	          13
        4850	           5	           0	          14
        4851	           3	           0	          13
        4852	           0	           0	          14
        4853	           2	           0	          13
        4854	           1	           0	          12
        4855	           2	           0	          13
        4856	           3	           0	          15
        4857	           0	           0	          10
        4858	           1	           0	          15
        4859	           1	           0	          13
        4860	           4	           0	          12
        4861	           4	           0	          13
        4862	           1	           0	          14
        4863	           0	           0	          15
        4864	           2	           0	          14
        4865	           2	           0	          13
        4866	           0	           0	          12
        4867	           2	           0	          12
        4868	           4	           0	          14
        4869	           6	           0	          12
        4870	           2	           0	          14
        4871	           1	           0	          13
        4872	           2	           0	          12
        4873	           0	           0	          13
        4874	           0	           0	          15
        4875	           1	           0	          13
        4876	           2	           0	          15
        4877	           3	           0	          13
        4878	           5	           0	          14
        4879	           0	           0	          13
        4880	           2	           0	          13
        4881	           5	           0	          14
        4882	           0	           0	          12
        4883	           5	           0	          14
        4884	           2	           0	          13
        4885	           5	           1	          14
        4886	           1	           0	          13
        4887	           2	           0	          14
        4888	           0	           1	          14
        4889	           0	           0	          14
        4890	           2	           0	          15
        4891	           2	           0	          13
        4892	           0	           0	          11
        4893	           4	           0	          11
        4894	           4	           0	          14
        4895	           2	           0	          13
        4896	           0	           0	          12
        4897	           0	           0	          12
        4898	           1	           0	          13
        4899	           1	           0	          13
        4900	           4	           0	          13
        4901	           0	           0	          10
        4902	           5	           0	          14
        4903	           1	           0	          12
        4904	           4	           0	          16
        4905	           2	           0	          11
        4906	           1	           0	          12
        4907	           1	           0	          13
        4908	           0	           0	          12
        4909	           1	           0	          13
        4910	           0	           0	          13
        4911	           0	           1	          13
        4912	           3	           0	          14
        4913	           0	           1	          13
        4914	           1	           0	          13
        4915	           5	           0	          15
        4916	           1	           1	          13
        4917	           4	           0	          11
        4918	           0	           0	          13
        4919	           0	           0	          13
        4920	           2	           0	          13
        4921	           2	           0	          14
        4922	           1	           2	          12
        4923	           0	           0	          13
        4924	           5	           0	          14
        4925	           4	           0	          14
        4926	           4	           0	          13
        4927	           3	           0	          14
        4928	           1	           0	          14
        4929	           3	           1	          13
        4930	           3	           0	          13
        4931	           0	           0	          12
        4932	           5	           0	          10
        4933	           0	           0	          13
        4934	           1	           0	          13
        4935	           2	           0	          14
        4936	           1	           0	          12
        4937	           3	           0	          12
        4938	           1	           0	          13
        4939	           4	           0	          14
        4940	           3	           0	          13
        4941	           2	           0	          12
        4942	           3	           0	          14
        4943	           0	           0	          11
        4944	           0	           0	          13
        4945	           0	           0	          14
        4946	           1	           0	          14
        4947	           1	           0	          14
        4948	           2	           0	          14
        4949	           0	           0	          13
        4950	           2	           0	          13
        4951	           5	           0	          15
        4952	           1	           1	          12
        4953	           3	           0	          11
        4954	           2	           0	          14
        4955	           4	           0	          14
        4956	           3	           0	          12
        4957	           1	           0	          12
        4958	           3	           0	          14
        4959	           0	           1	          12
        4960	           4	           0	          15
        4961	           0	           0	          13
        4962	           1	           0	          14
        4963	           1	           0	          14
        4964	           2	           0	          12
        4965	           1	           0	          13
        4966	           5	           0	          14
